Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Mapping of Fire Hotspot Distribution and Forecasting in Indonesia and Malaysia: A Comparative Analysis,Proceedings of the International Conference on Smart Cities—Volume 1,,,,10.1007/978-981-96-7818-1_40,Evizal Abdul KadirHanita DaudWarih MaharaniNoryanti MuhammadSri Listia Rosa,2025,https://link.springer.com/chapter/10.1007/978-981-96-7818-1_40,Conference paper
"The Influence of Housing, Parcel, and Neighborhood Characteristics on Housing Survival in the Marshall Fire",Fire Technology,,,,10.1007/s10694-024-01616-7,Amy J. MetzErica C. FischerAbbie B. Liel,2024,https://link.springer.com/article/10.1007/s10694-024-01616-7,Article
Soil redistribution and seed availability after fire events in mixed <i>Austrocedrus chilensis</i> forests in Northern Patagonia (Argentina),Fire Ecology,,,,10.1186/s42408-025-00354-7,Alois SimonPaola Bravo AlmeidaClemens GeitnerMaría Melisa RagoMaría Florencia UrretavizcayaHelge WalentowskiStefan Zerbe,2025,https://link.springer.com/article/10.1186/s42408-025-00354-7,Article
Integrating LiDAR Data and Semi-empirical Fire Model in Mapping the Interaction Between Wildfire and Bark Beetle Outbreak,Geomatics for Green and Digital Transition,,,,10.1007/978-3-031-91144-6_16,Luca MauriFlavio TaccalitiEmanuele Lingua,2025,https://link.springer.com/chapter/10.1007/978-3-031-91144-6_16,Conference paper
Ontology-Based Forest Fire Management Using Complex Event Processing and&#xa0;Large Language Models,Database and Expert Systems Applications,,,,10.1007/978-3-032-02049-9_7,Ritesh ChandraSonali AgarwalSadhana Tiwari,2026,https://link.springer.com/chapter/10.1007/978-3-032-02049-9_7,Conference paper
Quail on fire: changing fire regimes may benefit mountain quail in fire-adapted forests,Fire Ecology,,,,10.1186/s42408-023-00180-9,Kristin M. BrunkR. J. GutiérrezM. Zachariah PeeryC. Alina CanslerStefan KahlConnor M. Wood,2023,https://link.springer.com/article/10.1186/s42408-023-00180-9,Article
Neural fuzzy system design in forest fire detection,Microsystem Technologies,,,,10.1007/s00542-023-05496-9,Gudikandhula Narasimha RaoPeddada Jagadeeswara RaoRajesh DuvvuruKondapalli BeulahE. Laxmi LydiaPrasanthi RathnalaBangaru BalakrishnaVijaya Raju Motru,2023,https://link.springer.com/article/10.1007/s00542-023-05496-9,Article
Fire gives avian populations a rapid and enduring boost in protected forests of California,Fire Ecology,,,,10.1186/s42408-025-00402-2,Chris RayRodney B. SiegelRobert L. WilkersonLynn SchofieldMorgan W. TingleySonia AronsonSylvia HaultainSarah StockKent van Wagtendonk,2025,https://link.springer.com/article/10.1186/s42408-025-00402-2,Article
"Impact of post-anthropogenic forest fire on soil carbon dynamics and physicochemical properties in tropical dry deciduous Sulia Reserve Forest, Odisha",Environmental Monitoring and Assessment,,,,10.1007/s10661-025-13996-6,Sudipta NayakManish KumarNabin Kumar Dhal,2025,https://link.springer.com/article/10.1007/s10661-025-13996-6,Article
Monsoon-driven teleconnections between Holocene fire activity in Central Asian and Neotropical ecosystems,Climatic Change,,,,10.1007/s10584-025-03903-w,Sandra O. Camara-BruggerHeinz WannerErika GobetWilly TinnerMargit Schwikowski,2025,https://link.springer.com/article/10.1007/s10584-025-03903-w,Article
The effects of wildfire frequency on post-fire soil surface water dynamics,European Journal of Forest Research,,,,10.1007/s10342-023-01635-z,O. González-PelayoS. A. PratsE. van den ElsenM. C. MalvarC. RitsemaS. BautistaJ. J. Keizer,2023,https://link.springer.com/article/10.1007/s10342-023-01635-z,Article
Long-term tracking of recovery of built infrastructure after wildfires with deep network topologies,Neural Computing and Applications,,,,10.1007/s00521-025-11003-0,Andres SchmidtLisa EllsworthJenna TiltAmanda ThielNancy Hiner,2025,https://link.springer.com/article/10.1007/s00521-025-11003-0,Article
Estimation of the Post-burning Area of the Fire Hazard Severity Zone in California from Landsat 8 OLI Images Using Deep Learning Machine Intelligence Model,Recent Advances in Electrical and Electronic Engineering,,,,10.1007/978-981-99-4713-3_11,Mohan SinghKapil Dev TyagiArti Joshi,2024,https://link.springer.com/chapter/10.1007/978-981-99-4713-3_11,Conference paper
A shift from human-directed to undirected wild land disturbances in the USA,Nature Geoscience,,,,10.1038/s41561-025-01792-3,Shi QiuZhe ZhuXiucheng YangCurtis E. WoodcockRobert T. FaheyStephen StehmanYingtong ZhangMari CullertonAshley GrinsteadFalu HongKexin SongJi Won SuhTian LiWei RenRamakrishna R. Nemani,2025,https://link.springer.com/article/10.1038/s41561-025-01792-3,Article
Forest Fire Detection and Prediction Using HSV and MLP,Data Science and Applications,,,,10.1007/978-981-99-7817-5_6,Manasvi SabnisPradnya PatilPriya PatelAditi Adurkar,2024,https://link.springer.com/chapter/10.1007/978-981-99-7817-5_6,Conference paper
Wildfire and power grid nexus in a changing climate,Nature Reviews Electrical Engineering,,,,10.1038/s44287-025-00150-0,Soroush VahediJunbo ZhaoBrian PierreFangni LeiEmmanouil AnagnostouKang HeCharles JonesBin Wang,2025,https://link.springer.com/article/10.1038/s44287-025-00150-0,Article
Insights provided by a new searchable repository for post-fire hydrology studies and associated data,Fire Ecology,,,,10.1186/s42408-025-00398-9,Gabrielle F.S. BoisraméSachiko Sueki,2025,https://link.springer.com/article/10.1186/s42408-025-00398-9,Article
"A Survey on Fire Detection and Mitigation Methods, and Its Challenges",ICT for Intelligent Systems,,,,10.1007/978-981-97-6684-0_32,R. Vijaya SaraswathiChandana SankarapuramSharanya EmmadisettySoumika MallidiM. Sree Pranav ReddySreya Tirumalaraju,2024,https://link.springer.com/chapter/10.1007/978-981-97-6684-0_32,Conference paper
Heavy metal(loid) contamination in forest fire affected soil and surface water: pollution indices and human health risk assessment,Environmental Monitoring and Assessment,,,,10.1007/s10661-025-13796-y,Jakki Narasimha RaoTanushree Parsai,2025,https://link.springer.com/article/10.1007/s10661-025-13796-y,Article
"Assessment of forest fire severity and land surface temperature using Google Earth Engine: a case study of Gujarat State, India",Fire Ecology,,,,10.1186/s42408-024-00254-2,Keval H. JodhaniHaard PatelUtsav SoniRishabh PatelBhairavi ValodaraNitesh GuptaAnant PatelPadam jee Omar,2024,https://link.springer.com/article/10.1186/s42408-024-00254-2,Article
Machine learning analysis of Iran’s wildfire landscape and anthropogenic influences,Scientific Reports,,,,10.1038/s41598-025-22387-3,Nasim SadraMohammad Reza NikooRouzbeh NazariMaryam KarimiMd Galal UddinAmir H. Gandomi,2026,https://link.springer.com/article/10.1038/s41598-025-22387-3,Article
Inventory analysis of fire effects wrought by wind-driven megafires in relation to weather and pre-fire forest structure in the western Cascades,Fire Ecology,,,,10.1186/s42408-023-00219-x,Sebastian  U. BusbyAngela  M. KlockJeremy S. Fried,2023,https://link.springer.com/article/10.1186/s42408-023-00219-x,Article
The characteristics and future projections of fire danger in the areas around mega-city based on meteorological data–a case study of Beijing,Frontiers of Earth Science,,,,10.1007/s11707-024-1107-0,Mengxin BaiWupeng DuZhixin HaoLiang ZhangPei Xing,2024,https://link.springer.com/article/10.1007/s11707-024-1107-0,Article
Guiding principles for transdisciplinary and transformative&#xa0;fire research,Fire Ecology,,,,10.1186/s42408-023-00244-w,Kelsey Copes-GerbitzIra J. SutherlandSarah Dickson-HoyleJennifer N. BaronPablo Gonzalez-MoctezumaMorgan A. CrowleyKatherine A. KitchensTahia DevisscherJudith Burr,2024,https://link.springer.com/article/10.1186/s42408-023-00244-w,Article
Post-fire Recovery Dynamics and Resilience of Ecosystem Services Capacity in Mediterranean-Type Ecosystems,Ecosystems,,,,10.1007/s10021-024-00924-x,Philip K. RocheC. Sylvie CampagneAnne Ganteaume,2024,https://link.springer.com/article/10.1007/s10021-024-00924-x,Article
Bayesian spatio-temporal modeling of the Brazilian fire spots between 2011 and 2022,Scientific Reports,,,,10.1038/s41598-024-70082-6,Jonatha Sousa PimentelRodrigo S BulhõesPaulo Canas Rodrigues,2024,https://link.springer.com/article/10.1038/s41598-024-70082-6,Article
Effects of prescribed fire on plant α- and ꞵ-diversity and the&#xa0;regulating role of soil in a&#xa0;mesquite-oak savanna,Landscape Ecology,,,,10.1007/s10980-025-02259-x,Xavier A. JaimeJay P. AngererSamuel D. FuhlendorfJohn W. WalkerChenghai YangDouglas R. TollesonX. Ben Wu,2025,https://link.springer.com/article/10.1007/s10980-025-02259-x,Article
A comprehensive comparison study of traditional classifiers and deep neural networks for forest fire detection,Cluster Computing,,,,10.1007/s10586-023-04003-z,Kemal Akyol,2023,https://link.springer.com/article/10.1007/s10586-023-04003-z,Article
Survey of Wildfire Effects on the Peak Flow Characteristics,Water Resources Management,,,,10.1007/s11269-025-04207-5,Farshad Jalili PiraniPaulin Coulibaly,2025,https://link.springer.com/article/10.1007/s11269-025-04207-5,Article
"Distribution patterns of fire regime in the Pendjari Biosphere Reserve, West Africa",Journal of Arid Land,,,,10.1007/s40333-023-0027-2,Omobayo G. ZoffounChabi A. M. S. DjagounEtotépé A. Sogbohossou,2023,https://link.springer.com/article/10.1007/s40333-023-0027-2,Article
An IoT-based forest fire detection system: design and testing,Multimedia Tools and Applications,,,,10.1007/s11042-023-17027-9,Anshul SharmaAnand NayyarKiran Jot SinghDivneet Singh KapoorKhushal ThakurShubham Mahajan,2023,https://link.springer.com/article/10.1007/s11042-023-17027-9,Article
"Fire following earthquake: a comprehensive review of ignition, spread, and risk assessment models",Natural Hazards,,,,10.1007/s11069-025-07794-z,Jishuang WuBaitao SunGuixin Zhang,2026,https://link.springer.com/article/10.1007/s11069-025-07794-z,Article
Landscape fire PM<sub>2.5</sub> and hospital admissions for cause-specific cardiovascular disease in urban China,Nature Communications,,,,10.1038/s41467-024-54095-3,Yaohua TianYudiyang MaRongbin XuYao WuShanshan LiYonghua HuYuming Guo,2024,https://link.springer.com/article/10.1038/s41467-024-54095-3,Article
Assessing different measures of fire risk for Cultural World Heritage Sites,Heritage Science,,,,10.1186/s40494-023-01026-y,Martin Thomas FalkEva Hagsten,2023,https://www.nature.com/articles/s40494-023-01026-y,Article
From fire to recovery: temporal-shift of predator–prey interactions among mammals in Mediterranean ecosystems,Mammalian Biology,,,,10.1007/s42991-024-00439-x,Orlando TomassiniAlessandro Massolo,2024,https://link.springer.com/article/10.1007/s42991-024-00439-x,Article
Attributing human mortality from fire PM<sub>2.5</sub> to climate change,Nature Climate Change,,,,10.1038/s41558-024-02149-1,Chae Yeon ParkKiyoshi TakahashiShinichiro FujimoriThanapat JansakooChantelle BurtonHuilin HuangSian Kou-GiesbrechtChristopher P. O. ReyerMatthias MengelEleanor BurkeFang LiStijn HantsonJunya TakakuraDong Kun LeeTomoko Hasegawa,2024,https://link.springer.com/article/10.1038/s41558-024-02149-1,Article
Territories in Transition:&#xa0;how social contexts influence wildland fire adaptive capacity in rural Northwestern European Mediterranean areas,Fire Ecology,,,,10.1186/s42408-023-00168-5,Kathleen UyttewaalNúria Prat-GuitartFulco LudwigCarolien KroezeE. R. (Lisa) Langer,2023,https://link.springer.com/article/10.1186/s42408-023-00168-5,Article
"Soil-fire feedbacks drive the flammability of <i>Miscanthus floridulus</i> in subtropical Hubei, China",Plant and Soil,,,,10.1007/s11104-025-07852-2,Pujie WeiShuai ZhaoLin ChenLi TangZhaogui Yan,2025,https://link.springer.com/article/10.1007/s11104-025-07852-2,Article
"Forest Disturbances and Nonindustrial Forest Landowners: Management of Invasive Plants, Fire Hazards and Wildlife Habitats After a Hurricane",Journal of Forestry,,,,10.1093/jofore/fvad022,Mysha ClarkeAjay SharmaTaylor SteinJason VogelJarek Nowak,2023,https://link.springer.com/article/10.1093/jofore/fvad022,Article
Rethinking Nature of STEM: Theoretical Insights and the Development of EPISTEMIK-Fire as an Assessment Tool,Science & Education,,,,10.1007/s11191-025-00643-2,Víctor Martínez-MartínezJairo Ortiz-RevillaIleana M. Greca,2025,https://link.springer.com/article/10.1007/s11191-025-00643-2,Article
Roles of fire in the plant communities of the eastern Edwards Plateau of Texas,Fire Ecology,,,,10.1186/s42408-024-00286-8,Norma L. FowlerRebecca E. Carden,2024,https://link.springer.com/article/10.1186/s42408-024-00286-8,Article
Forest fire pattern and vulnerability mapping using deep learning in Nepal,Fire Ecology,,,,10.1186/s42408-022-00162-3,Bhogendra MishraSaroj PanthiShobha PoudelBhoj Raj Ghimire,2023,https://link.springer.com/article/10.1186/s42408-022-00162-3,Article
"Wildfire risk perception survey: insights from local communities in Tuscany, Italy",Fire Ecology,,,,10.1186/s42408-025-00380-5,Silvia CalvaniRiccardo PaoloniCristiano FoderiNiccolò FrassinelliJudith A. KirschnerAlessio MeniniGlenda GaleottiFrancesco NeriEnrico Marchi,2025,https://link.springer.com/article/10.1186/s42408-025-00380-5,Article
Performance centric review of machine learning techniques for electric vehicle powertrain with battery management and charging systems,Discover Artificial Intelligence,,,,10.1007/s44163-025-00721-y,R. PrasannaR. Senthil KumarN. S. BhuvaneswariC. Karthik,2026,https://link.springer.com/article/10.1007/s44163-025-00721-y,Article
Late Pleistocene emergence of an anthropogenic fire regime in Australia’s tropical savannahs,Nature Geoscience,,,,10.1038/s41561-024-01388-3,Michael I. BirdMichael BrandRainy ComleyXiao FuXennephone HadeenZenobia JacobsCassandra RoweChristopher M. WursterCostijn ZwartCorey J. A. Bradshaw,2024,https://link.springer.com/article/10.1038/s41561-024-01388-3,Article
Mapping wildfire susceptibility in the tropical region of Brunei: a machine learning and explainable AI approach using google earth engine with remote sensing data,Earth Science Informatics,,,,10.1007/s12145-025-01914-w,Rufai Yusuf ZakariOwais Ahmed MalikOng Wee-Hong,2025,https://link.springer.com/article/10.1007/s12145-025-01914-w,Article
Multi-Level Building Fire Defense Strategies Fused with Intelligent Optimization Algorithms and Monitoring Data: A Systematic Review,Archives of Computational Methods in Engineering,,,,10.1007/s11831-026-10537-3,Yan LiBin Sun,2026,https://link.springer.com/article/10.1007/s11831-026-10537-3,Article
The scientific value of fire in wilderness,Fire Ecology,,,,10.1186/s42408-023-00195-2,Mark R. KreiderMelissa R. JaffeJulia K. BerkeySean A. ParksAndrew J. Larson,2023,https://link.springer.com/article/10.1186/s42408-023-00195-2,Article
Climate Extremes and Fire Behavior in the Brazilian Cerrado: A Multi-Years Assessment (2012–2023),Earth Systems and Environment,,,,10.1007/s41748-025-00809-6,Katyelle F. S. BezerraHelber B. GomesJanaíına P. NascimentoHakki BaltaciMarisol OsmanMaria Cristina L. SilvaThomás R. FerreiraMayara Christine C. LinsLucas Henrique S. RochaHeliofábio B. GomesFabrício Daniel S. SilvaGlauber L. Mariano,2025,https://link.springer.com/article/10.1007/s41748-025-00809-6,Article
"Review of fuel treatment effects on fuels, fire behavior and ecological resilience in sagebrush (<i>Artemisia</i> spp.) ecosystems in the Western U.S.",Fire Ecology,,,,10.1186/s42408-024-00260-4,Jeanne C. ChambersEva K. StrandLisa M. EllsworthClaire M. TortorelliAlexandra K. UrzaMichele R. CristRichard F. MillerMatthew C. ReevesKaren C. ShortClaire L. Williams,2024,https://link.springer.com/article/10.1186/s42408-024-00260-4,Article
"Construction and assessment of a fire risk index system for typical grasslands in Xinjiang, China",Fire Ecology,,,,10.1186/s42408-024-00319-2,Liangliang ZhangRenping ZhangJunfeng DaiJianli ZhangJing GuoJiahui ZhouYuhao Miao,2024,https://link.springer.com/article/10.1186/s42408-024-00319-2,Article
Forest Fire Detection and Prediction System Using Deep Learning and IOT,Soft Computing for Security Applications,,,,10.1007/978-981-99-3608-3_56,Pratidnya DeshmukhLakhan BansodePayal NaganeChetna RandiveM. R. Mahajan,2023,https://link.springer.com/chapter/10.1007/978-981-99-3608-3_56,Conference paper
Post-fire temporal dynamics of plant-pollinator communities in a tropical savanna,Oecologia,,,,10.1007/s00442-024-05619-7,Alberto L. TeixidoCamila S. SouzaGudryan J. BarônioMaria R. SigristJosué RaizerCamila Aoki,2024,https://link.springer.com/article/10.1007/s00442-024-05619-7,Article
Garden design can reduce wildfire risk and drive more sustainable co-existence with wildfire,npj Natural Hazards,,,,10.1038/s44304-024-00012-z,Stefania OndeiOwen F. PriceDavid M.J.S. Bowman,2024,https://www.nature.com/articles/s44304-024-00012-z,Article
"Exploring the ethnobiological practices of fire in three natural regions of Ecuador, through the integration of traditional knowledge and scientific approaches",Journal of Ethnobiology and Ethnomedicine,,,,10.1186/s13002-024-00699-4,Vinicio Carrión-PaladinesLiliana Correa-QuezadaHuayra Valdiviezo MaloJonathan Zurita RuálesAllison Pereddo TumbacoMarcos Zambrano PiscoNataly Lucio PanchiLeticia Jiménez ÁlvarezÁngel BenítezJulia Loján-Córdova,2024,https://link.springer.com/article/10.1186/s13002-024-00699-4,Article
Assessment of spatial autocorrelation and scalability in fine-scale wildfire random forest prediction models,Scientific Reports,,,,10.1038/s41598-025-06814-z,Madeleine Pascolini-CampbellJoshua B. FisherKerry Cawse-NicholsonChristine M. LeeNatasha Stavros,2025,https://link.springer.com/article/10.1038/s41598-025-06814-z,Article
The Fire Adapted Communities Pathways Tool: Facilitating Social Learning and a Science of Practice,Journal of Forestry,,,,10.1093/jofore/fvad044,Travis B. PaveglioAnnie SchmidtMichelle Medley-Daniel,2023,https://link.springer.com/article/10.1093/jofore/fvad044,Article
What is a fire resilient landscape? Towards an integrated definition,Ambio,,,,10.1007/s13280-023-01891-8,Fiona E. Newman ThackerMarc Castellnou RibauHarm BartholomeusCathelijne R. Stoof,2023,https://link.springer.com/article/10.1007/s13280-023-01891-8,Article
Forest Fire Prediction Using Machine Learning and Deep Learning Techniques,Computer Networks and Inventive Communication Technologies,,,,10.1007/978-981-19-3035-5_51,M. ShreyaRuchika RaiSamiksha Shukla,2023,https://link.springer.com/chapter/10.1007/978-981-19-3035-5_51,Conference paper
Classification and detection of natural disasters using machine learning and deep learning techniques: A review,Earth Science Informatics,,,,10.1007/s12145-023-01205-2,Kibitok AbrahamMoataz AbdelwahabMohammed Abo-Zahhad,2023,https://link.springer.com/article/10.1007/s12145-023-01205-2,Article
Evaluating the role of fire over a decade in a tropical mountainous forest-grassland mosaic,Journal of Mountain Science,,,,10.1007/s11629-024-8897-0,Juliana KuchenbeckerYumi OkiFlávio CamarotaFrederico S. NevesDiego R. MacedoBárbara Silva FerreiraRamiro AguilarLorena AshworthEzequiel FabianoBárbara Dias AraújoAmanda Ponce De LeonBruna Ribeiro SilvaThamyris BragioniFernando Figueiredo GoulartJosé Eugênio Cärtes FigueiraGeraldo Wilson Fernandes,2024,https://link.springer.com/article/10.1007/s11629-024-8897-0,Article
"Eco-cultural monitoring reveals low impact of a Dharug <i>Dhiyina</i>&#xa0;women-led <i>Guwiyang</i> (fire) in an urban National Park, Australia",Urban Ecosystems,,,,10.1007/s11252-025-01839-8,Dharug NgurraGabrielle BrennanJo Anne ReyHsing-Chung ChangEmilie Ens,2025,https://link.springer.com/article/10.1007/s11252-025-01839-8,Article
<span>D</span>ifferential Post-Fire Vegetation Recovery of Boreal Plains Bogs and Margins,Wetlands,,,,10.1007/s13157-024-01794-8,Kristyn M. MaynerPaul A. MooreSophie L. WilkinsonHenry J. M. GageJames Michael Waddington,2024,https://link.springer.com/article/10.1007/s13157-024-01794-8,Article
The influence of fire mosaics on mammal occurrence in north-western Australia,Fire Ecology,,,,10.1186/s42408-024-00317-4,Harry A. MooreLesley A. GibsonDale G. Nimmo,2024,https://link.springer.com/article/10.1186/s42408-024-00317-4,Article
Autonomous Decision-Making Enhancing Natural Disaster Management through Open World Machine Learning: A Systematic Review,Human-Centric Intelligent Systems,,,,10.1007/s44230-025-00098-2,Nikitas GerolimosVasileios AlevizosSabrina EdralinClark XuGeorgios PriniotakisGeorge A. PapakostasZongliang Yue,2025,https://link.springer.com/article/10.1007/s44230-025-00098-2,Article
"Cellular automata-based simulators for the design of prescribed fire plans: the case study of Liguria, Italy",Fire Ecology,,,,10.1186/s42408-023-00239-7,Nicoló PerelloAndrea TrucchiaFrancesco BaghinoBushra Sanira AsifLola PalmieriNicola ReboraPaolo Fiorucci,2024,https://link.springer.com/article/10.1186/s42408-023-00239-7,Article
Substantial changes in land and forest management led to critical transitions in peatland functioning over the last 700&#xa0;years,Scientific Reports,,,,10.1038/s41598-025-02580-0,Katarzyna MarciszMariusz BąkMariusz LamentowiczPiotr KołaczekThomas TheurerPaweł MatulewskiDmitri Mauquoy,2025,https://link.springer.com/article/10.1038/s41598-025-02580-0,Article
Identifying road-related factors in wildfire risk management: The case of South Korea,Journal of Mountain Science,,,,10.1007/s11629-025-9472-z,Dowoo KwonHyunmin Daniel ZohHyungsu Kang,2025,https://link.springer.com/article/10.1007/s11629-025-9472-z,Article
Forest Fire Risk Mapping of Northeastern Part of Alberta Using Satellite Imagery and GIS,"Proceedings of the Canadian Society for Civil Engineering Annual Conference 2023, Volume 1",,,,10.1007/978-3-031-60415-7_21,Sabrina Rashid Sheonty,2024,https://link.springer.com/chapter/10.1007/978-3-031-60415-7_21,Conference paper
Investigation of wildfire risk and its mapping using GIS-integrated AHP method: a case study over Hoshangabad Forest Division in Central India,"Environment, Development and Sustainability",,,,10.1007/s10668-024-05225-w,Mohd Amin KhanAmitesh GuptaPritee SharmaArijit Roy,2024,https://link.springer.com/article/10.1007/s10668-024-05225-w,Article
Environmental health hazards and wildland firefighting: a qualitative analysis,Fire Ecology,,,,10.1186/s42408-026-00449-9,Alissa Cordner,2026,https://link.springer.com/article/10.1186/s42408-026-00449-9,Article
Evidence-based guidelines for the post-fire assessment of domestic ruminants: a scoping review,BMC Veterinary Research,,,,10.1186/s12917-025-04666-3,Claudia L. CardosoCatherine E. MayRhoda Leask,2025,https://link.springer.com/article/10.1186/s12917-025-04666-3,Article
The role of fuel treatments during incident management,Fire Ecology,,,,10.1186/s42408-025-00369-0,S. Michelle GreinerCourtney SchultzKatie McGrath NovakAdam Lohman,2025,https://link.springer.com/article/10.1186/s42408-025-00369-0,Article
A systematic review of plant leaf disease detection and classification using machine learning and deep learning techniques,International Journal of Data Science and Analytics,,,,10.1007/s41060-025-01003-7,Vinesh KumariVarun Bansal,2026,https://link.springer.com/article/10.1007/s41060-025-01003-7,Article
A hybrid framework to estimate live fuel moisture content through land surface modelling,Modeling Earth Systems and Environment,,,,10.1007/s40808-025-02561-2,Filippe L. M. SantosFlavio T. CoutoMaria MonteiroNuno Almeida RibeiroPatrick Le MoigneRui Salgado,2025,https://link.springer.com/article/10.1007/s40808-025-02561-2,Article
Effectiveness of firebreaks: a review,Fire Ecology,,,,10.1186/s42408-026-00451-1,Xuezheng ZongXianli WangSean C. P. CooganMike D. Flannigan,2026,https://link.springer.com/article/10.1186/s42408-026-00451-1,Article
Applications of artificial intelligence in forest health surveillance and management,Discover Forests,,,,10.1007/s44415-025-00061-w,John Amoah-NuamahBrian ChildEmmanuel Yeboah OkyereOsman AdamsJones Abrefa Danquah,2025,https://link.springer.com/article/10.1007/s44415-025-00061-w,Article
Quality assured spatial dataset of wildfire containment firelines and engagement outcomes 2017 to 2024,Scientific Data,,,,10.1038/s41597-025-05208-0,Alexander ArkowitzScott M. RitterMatthew P. ThompsonJesse D. YoungBrad PietruszkaDavid E. Calkin,2025,https://link.springer.com/article/10.1038/s41597-025-05208-0,Article
"Fire-danger modeling and mapping in natural ecosystems of northeastern Iran: application of physiographic, vegetative, climatic and human-made indicators",Natural Hazards,,,,10.1007/s11069-024-06542-z,Saeedeh EskandariNadia KamaliAhmad SadeghipourReza SiahmansourJohn P. Tiefenbacher,2024,https://link.springer.com/article/10.1007/s11069-024-06542-z,Article
A tridimensional framework for governance in the wildland-urban interface using Pyro-Socio-Ecological Zones,Nature Communications,,,,10.1038/s41467-025-66452-x,Onofrio CappellutiFrancisco J. EscobedoGiovanni SanesiMario Elia,2025,https://link.springer.com/article/10.1038/s41467-025-66452-x,Article
A novel urban vegetation mapping approach for fire risk assessment: A Mediterranean case study,Urban Ecosystems,,,,10.1007/s11252-023-01364-6,Maria Mahamed (Polinova)Lea WittenbergHaim KutielAnna Brook,2023,https://link.springer.com/article/10.1007/s11252-023-01364-6,Article
"Multi-scale assessment of wildfire use on carbon stocks in the Sierra Nevada, CA",Fire Ecology,,,,10.1186/s42408-025-00389-w,Kristin A. NesbitBrandon M. CollinsZachary L. SteelJohn J. BattlesMichael L. GouldenScott L. Stephens,2025,https://link.springer.com/article/10.1186/s42408-025-00389-w,Article
Landscape controls on fuel moisture variability in fire-prone heathland and peatland landscapes,Fire Ecology,,,,10.1186/s42408-024-00248-0,Kerryn LittleLaura J GrahamMike FlanniganClaire M BelcherNicholas Kettridge,2024,https://link.springer.com/article/10.1186/s42408-024-00248-0,Article
Hydrological response of wildfire affected Mediterranean watersheds,Natural Hazards,,,,10.1007/s11069-025-07958-x,F. PretiA. DaniM. NigroL. PiemonteseM. MaxwaldC. FoderiS. GinanniA. Volpe Signorile,2026,https://link.springer.com/article/10.1007/s11069-025-07958-x,Article
Statistical dynamics of wildfire burned area from cellular-automata simulators,Scientific Reports,,,,10.1038/s41598-025-30851-3,Adel SahilaBenedetta CanforaMarzia CanzanielloNicolò PerelloAndrea TrucchiaGianni Pagnini,2025,https://link.springer.com/article/10.1038/s41598-025-30851-3,Article
Non-native plant invasion after fire in western USA varies by functional type and with climate,Biological Invasions,,,,10.1007/s10530-023-03235-9,Janet S. PrevéyCatherine S. JarnevichIan S. PearseSeth M. MunsonJens T. StevensKevin J. BarrettJonathan D. CoopMichelle A. DayDavid FirmagePaula J. FornwaltKatharine M. HaynesJames D. JohnstonBecky K. KernsMeg A. KrawchukBecky A. MillerTy C. NietupskiJacquilyn RoqueJudith D. SpringerCamille S. Stevens-RumannMichael T. StoddardClaire M. Tortorelli,2024,https://link.springer.com/article/10.1007/s10530-023-03235-9,Article
Complexities in post-wildfire governance: lessons from Colorado’s 2020 wildfires,Fire Ecology,,,,10.1186/s42408-024-00344-1,Clint P. CarneyCourtney A. SchultzMichelle S. Greiner,2025,https://link.springer.com/article/10.1186/s42408-024-00344-1,Article
Bushfire Resilient Building Cladding Assessment—A Review Based on the Australian Context,Fire Technology,,,,10.1007/s10694-025-01776-0,Md Delwar HossainMd Kamrul HassanMark WhybroPayam RahnamayiezekavatSwapan Saha,2025,https://link.springer.com/article/10.1007/s10694-025-01776-0,Article
Integrated risk mapping for forest fire management using the analytical hierarchy process and ordered weighted average: a case study in southern Turkey,Natural Hazards,,,,10.1007/s11069-024-06810-y,Zühal Özcanİnci CaglayanÖzgür KabakFatmagül Kılıç Gül,2024,https://link.springer.com/article/10.1007/s11069-024-06810-y,Article
Modeling Neighborhoods as Fuel for Wildfire: A Review,Fire Technology,,,,10.1007/s10694-025-01773-3,Bryce A. YoungMatthew P. ThompsonChristopher J. MoranCarl A. Seielstad,2025,https://link.springer.com/article/10.1007/s10694-025-01773-3,Article
FlameGuard: an AI-driven smart map for early detection and management of agricultural fires in Saudi Arabia,Scientific Reports,,,,10.1038/s41598-025-28814-9,Mohammed AljaafariShaymaa E. Sorour,2025,https://link.springer.com/article/10.1038/s41598-025-28814-9,Article
"Leveraging extensive soil, vegetation, fire, and land treatment data to inform restoration across the sagebrush biome",Landscape Ecology,,,,10.1007/s10980-024-01968-z,Bryan C. TarboxAdrian P. MonroeMichelle I. JeffriesJustin L. WeltyMichael S. O’DonnellRobert S. ArkleDavid S. PilliodPeter S. CoatesJulie A. HeinrichsDaniel J. ManierCameron L. Aldridge,2024,https://link.springer.com/article/10.1007/s10980-024-01968-z,Article
"Cats, foxes and fire: quantitative review reveals that invasive predator activity is most likely to increase shortly after fire",Fire Ecology,,,,10.1186/s42408-023-00183-6,Tim S. DohertyDarcy J. WatchornVivianna MiritisAngela J. L. PestellWilliam L. Geary,2023,https://link.springer.com/article/10.1186/s42408-023-00183-6,Article
